House_Size,Num_Bedrooms,Num_Bathrooms,Location,Year_Built,Garage,Price
1615.0317925022305,3,3,Rural,2001,No,313446.0652610343
2464.108471120501,4,2,Urban,1980,Yes,144340.93166372186
1881.6374206303024,4,2,Suburban,1981,No,203825.84319473177
2301.548003455407,1,2,Rural,1989,No,105493.32212559463
1514.3279463205217,4,2,Suburban,1973,Yes,87351.67364720232
1463.0402591812856,2,2,Rural,1977,Yes,206417.27388359248
1620.6653108792252,1,2,Suburban,1965,Yes,147042.72316313913
1219.1134256201142,4,3,Urban,1963,No,224175.74396560824
1520.465748795505,5,2,Urban,1980,No,229577.8465866802
1395.7667469820221,5,3,Suburban,1958,Yes,28226.26694722878
1487.5924814108034,5,2,Urban,2006,No,173450.3900502621
2213.191634773763,4,2,Suburban,2002,No,91899.87718407558
1619.1183399182798,2,3,Suburban,1968,Yes,244252.31290819723
1241.8818237034466,3,3,Rural,1988,No,405346.5758121059
2093.2891567078022,5,1,Urban,1956,No,219262.5063985751
2076.3798663501448,3,2,Suburban,2020,Yes,192885.30365706753
1048.4377066594486,5,2,Urban,1959,Yes,184556.97090992634
1829.4463751576232,1,3,Rural,1994,No,388698.3102885966
1884.280325685356,4,3,Rural,2014,Yes,196675.5447239182
1294.2368408090263,1,2,Urban,1999,Yes,263120.04644399247
2158.5498782975246,5,2,Urban,2000,Yes,269509.5047624611
1339.2199692825664,4,3,Urban,1995,Yes,246940.88383183646
2429.782920584383,4,2,Suburban,1970,No,234482.4262758423
577.3900345558094,1,1,Suburban,2002,Yes,129503.76909201377
333.06805352341166,3,2,Urban,2014,No,227481.4251693308
2282.7420587978563,1,2,Rural,1953,No,275112.80907766096
1919.5143021866547,5,1,Urban,1988,No,216431.61599529124
2253.5188856829463,3,3,Urban,1991,No,195005.15981863526
2008.1160193842984,2,3,Suburban,2008,No,199252.01676199396
905.0099956080662,4,2,Rural,1966,Yes,169708.76889532758
1485.3042631070648,3,3,Suburban,2002,No,354537.10495851946
1880.05406077721,2,1,Rural,2015,No,159550.2675452149
752.7191203772873,4,3,Suburban,2005,Yes,194929.263185404
969.4598230902816,2,1,Urban,1966,Yes,244291.58580814698
1610.6007455854815,5,3,Rural,1978,No,167193.61954458436
1631.8602363745244,1,3,Rural,1987,No,232405.40365003666
884.6367730483281,2,2,Urban,1963,No,238820.34793272603
2369.743721341476,3,2,Urban,2013,No,320459.3290666542
1470.724053368578,1,1,Suburban,1967,Yes,311888.9953091816
1241.3332598949069,4,1,Rural,1952,Yes,340379.92280438275
1223.3497336702521,3,2,Suburban,2003,No,187932.5908897085
2251.091222187848,3,2,Rural,1996,Yes,241625.59321260476
2251.6098232465306,4,1,Rural,2010,No,218159.2271836386
2002.6378747184676,4,3,Urban,1960,No,295554.67501256056
1590.5991663897926,3,3,Rural,1965,Yes,251293.90388553296
1696.28720765232,2,1,Suburban,1964,No,254684.14111559305
1917.8636296231093,1,1,Urban,1969,No,119121.23872777638
1077.2568579120955,5,1,Urban,1990,No,157840.54174014478
1054.2523582129606,3,3,Urban,1998,Yes,167841.88728812002
1151.184084573033,4,2,Suburban,1974,No,242005.13421301355
386.7034772633949,2,2,Urban,1994,Yes,138894.78841974182
1062.1032776789666,5,3,Suburban,1993,No,208295.16641144344
1888.9380839443543,2,3,Suburban,1992,No,96958.30375692747
1621.2817817762343,1,3,Rural,1968,No,230174.1719557663
1060.7668984380575,2,1,Urban,1954,No,303826.58562999126
1862.9344909493402,3,2,Rural,2009,No,277946.06949700654
1632.7831715717455,4,1,Rural,2002,No,258164.82223337237
1159.5233947677796,2,1,Urban,1974,Yes,222289.8190391736
1935.361242041656,2,2,Rural,2005,No,280780.9445849411
1785.0422416694153,3,1,Urban,2000,No,158623.32047949743
1224.9891892363446,2,3,Rural,1979,Yes,73014.98007149984
914.7207451356414,2,3,Rural,2015,Yes,320271.558157147
978.0457426014724,1,1,Suburban,2010,Yes,61347.238994232204
1683.0872799632732,1,1,Urban,2003,No,130162.06449755146
1453.6667819969166,5,3,Urban,1987,Yes,296316.8098041505
426.0767277512664,2,1,Rural,1978,Yes,45387.39008230367
1217.2181109489234,4,2,Urban,1974,Yes,24678.850047162327
1510.318322311186,4,3,Suburban,1952,No,152020.40994518014
2363.1461447340816,2,3,Rural,1967,No,237164.4717346492
1839.0897130454407,2,1,Rural,2001,No,306265.10501112055
2690.7139569818437,4,1,Urban,2015,Yes,252200.73134437384
628.6444838625791,3,2,Suburban,1988,Yes,203041.2257704693
1650.2747341035004,2,3,Urban,1986,No,85292.81049071312
578.5980155725285,4,3,Suburban,1995,Yes,206878.0311637788
1863.0821096325535,5,2,Suburban,2008,Yes,202242.79034698583
1448.5547020114404,5,3,Rural,1966,No,254879.1032683915
1021.0643092305528,4,3,Suburban,1999,No,117392.99940871398
1748.9778985384564,4,2,Rural,1966,Yes,174122.92004973645
729.4443551946183,4,1,Urban,1979,No,67363.5938049735
1741.447656732621,3,1,Rural,1994,Yes,212581.36323999465
744.0220693066697,4,3,Suburban,1954,Yes,202592.76394467615
1744.0435304321254,5,3,Urban,1979,No,465490.28717220156
1275.1613909356802,4,2,Suburban,1979,Yes,64630.355711843906
1178.9882612715548,5,3,Suburban,1988,Yes,67320.95176201919
1383.6153122209964,4,2,Rural,1981,Yes,96072.1720353159
2066.7243028891544,3,2,Urban,1995,No,216272.20640598558
2293.9754042501545,5,3,Suburban,2004,No,198170.08205697912
795.5331185436218,5,2,Urban,1964,Yes,196736.23952962467
2154.77384945796,5,2,Suburban,1982,No,212885.6755170476
1384.01390159593,2,3,Urban,1950,No,333522.9559662705
1443.8050183834853,2,3,Rural,2005,No,359981.9879132776
1242.9929199871913,1,2,Suburban,1960,Yes,165525.21655716494
980.2566063637701,2,1,Suburban,1972,Yes,173295.85403446533
1574.3057607974883,5,1,Rural,1961,No,250185.1360378521
2173.075350263284,2,2,Urban,1956,No,155495.69353932783
861.4709874162922,1,1,Suburban,1953,No,184889.97904935214
1808.2421119153023,1,2,Rural,1965,Yes,215184.81985835845
1415.336979001506,2,2,Suburban,1958,Yes,203038.7567366817
1443.8944092751196,4,2,Urban,1998,Yes,284851.5176067796
939.9469026809411,1,1,Suburban,1976,Yes,182276.6588491507
1245.097560876296,1,1,Urban,1960,No,164865.12018681693
1253.8829397967752,2,1,Suburban,1983,No,133950.82623037434
443.78218352927,3,1,Urban,1956,Yes,193349.75267404685
1484.9135667816481,2,1,Rural,2020,Yes,128955.47372301144
1865.2668452863345,1,1,Suburban,1970,No,199094.08296010044
2214.0969507708874,2,2,Rural,1989,Yes,290907.72215740406
1349.9757833678575,4,3,Urban,1978,Yes,226542.18679167234
1840.4707271327518,5,3,Urban,1979,No,92811.2191426296
1127.5427062919982,3,1,Urban,1968,Yes,125409.163831165
1124.1655166592489,1,2,Suburban,2005,No,255018.1706413729
1831.6766731925527,1,3,Suburban,1962,No,194070.69443389837
1471.4211281464977,2,2,Urban,2020,Yes,284513.37744859455
712.4475465624686,4,1,Suburban,1952,Yes,327846.4227918408
2474.7793282792118,5,3,Urban,1950,Yes,82315.39101559985
1794.3369545168312,2,2,Rural,2012,No,201533.2731107151
1954.3351598347813,2,2,Urban,1986,No,114762.08150737571
2042.598936265069,5,2,Rural,1955,No,229838.27589200714
471.098488702585,1,2,Suburban,2011,Yes,196130.2925021684
1975.166707019444,4,2,Rural,2003,No,364634.64251105976
1109.0997983208104,5,1,Rural,2017,No,255370.3704008839
2600.3840334543656,2,2,Suburban,1952,No,182302.83271753186
1382.3335389753104,5,2,Rural,2014,Yes,88918.53583076953
1503.9477594918067,3,3,Urban,2001,Yes,195075.12865140132
1942.3537397790315,4,2,Rural,2009,No,122570.94828735701
1925.5340663505226,1,3,Rural,1976,Yes,62632.205917315325
1444.670356648023,1,2,Rural,2023,Yes,91552.41690037544
1944.0433326926873,4,1,Rural,2006,No,260489.1723658567
2000.8411325733773,4,2,Suburban,2023,No,81610.46757103238
1852.0330878804723,2,3,Rural,1957,Yes,131113.24870085192
1197.0745746191635,2,1,Urban,1983,No,142139.8465711673
706.0725461065133,1,1,Rural,2009,No,191128.98973758658
1959.1334537911182,2,2,Rural,1987,No,239164.13195282116
2116.179546524919,2,3,Suburban,1956,Yes,277574.2878696681
1680.005514359018,5,3,Urban,1996,No,153098.01947310613
920.570331064895,5,2,Suburban,1989,No,213454.22580657134
1491.7569003598092,1,1,Rural,2007,No,167122.7327557219
1363.5906100978013,3,2,Rural,1951,No,218456.67292542633
841.2386430468146,3,2,Suburban,1963,No,219700.94887232568
2267.305100908461,3,2,Rural,1984,No,157109.63564060332
1398.5162471213716,3,2,Suburban,2019,No,207265.36185670353
1705.7315233786244,1,1,Urban,1984,No,108844.95457689613
2125.0526464663394,3,1,Urban,1953,No,249136.62026958994
1638.6843758370348,1,2,Rural,2003,No,152122.91055686542
2188.5448602715396,1,2,Suburban,1961,No,221092.57020512232
1294.266845800611,1,2,Rural,1952,No,81731.09261442408
1122.833934527056,2,1,Suburban,1980,Yes,302942.3084960139
385.5056358796594,2,1,Rural,2001,No,194886.45744864066
683.337219408723,4,1,Suburban,2003,Yes,212369.07319740666
1156.5208740392459,3,1,Urban,1963,No,232730.26717757044
1910.5255497501378,4,1,Rural,1986,No,141126.71245810878
2000.4745711673686,1,1,Suburban,1960,No,274131.8948138633
920.0431969559965,4,3,Rural,1962,No,254906.8745869261
1450.5282054447302,3,3,Rural,2023,No,241933.2278705188
629.4098306546217,5,2,Urban,1991,Yes,102107.82488476715
1366.6152570806653,1,1,Urban,1960,Yes,190866.6807096177
1757.252632445125,5,3,Urban,1981,No,144676.38467679112
1465.605569522105,4,3,Suburban,2017,Yes,139012.60090109584
1919.1604381645764,5,1,Rural,2018,Yes,149751.94187125406
2508.455948940189,5,2,Suburban,1987,Yes,71084.23956429194
739.7483326338481,5,2,Rural,2012,No,111732.83261589328
1623.2284408588396,1,3,Suburban,2019,No,156951.6924017249
1410.6314205367025,1,1,Suburban,1984,Yes,184334.58959504656
1257.0190303769632,2,1,Rural,2003,Yes,268522.8340044213
1688.0429923168863,3,3,Rural,2018,Yes,272807.35225105396
1996.9223385344299,4,3,Urban,2010,Yes,158484.7882523756
1710.120545840679,4,3,Suburban,1986,Yes,-29872.45141346386
903.6682689009091,2,2,Urban,2018,No,184635.12964479026
859.8155812026091,3,3,Rural,1991,No,218296.5592133463
1310.0826204855823,5,3,Suburban,1963,No,295835.5698103035
560.4727128311079,4,3,Urban,2015,No,203367.569881106
1523.3268027462902,3,3,Urban,2004,Yes,218893.43211434438
1762.1337133826678,3,2,Urban,1988,Yes,335645.780350064
1780.9514435200695,4,2,Suburban,1995,No,-27502.984413997154
905.7204887734356,2,2,Rural,1990,No,290925.3066255056
1396.2886094553144,2,1,Urban,2003,Yes,187368.70996207994
1105.6637287050892,2,2,Rural,1979,No,181951.5375010096
907.8431195825424,1,3,Urban,2010,Yes,288809.1492541898
756.617719344732,5,1,Rural,2017,Yes,254766.85716923772
2261.802138754825,5,3,Rural,1983,Yes,277478.6010150283
770.9737760670591,5,3,Urban,1978,No,145187.39795079656
1415.3579801347266,1,3,Rural,1971,Yes,195042.68983176665
2029.050025642909,5,3,Urban,1987,Yes,108869.70672905473
1815.22647645634,5,1,Suburban,1975,No,260359.68966709962
668.6630890677147,4,3,Urban,1959,No,222643.3095377647
1608.0032772691743,4,2,Rural,1954,Yes,171635.75905711408
1438.353055730021,3,3,Suburban,1956,No,141776.06849137356
1975.6060190993992,4,3,Rural,2014,No,214661.64240463023
924.4868171485598,5,3,Suburban,1959,No,248675.9776982719
1783.1445726636898,1,1,Urban,1992,Yes,263598.0431741332
2432.9684151388456,4,2,Suburban,1995,No,346203.6564661184
1174.758174066598,1,1,Rural,2011,Yes,255750.9258538772
1595.4951609335565,2,3,Urban,1960,Yes,208291.88733924585
1093.8405100031273,2,3,Urban,2001,Yes,196943.2898186654
1578.5896423029283,1,3,Suburban,1991,Yes,137761.21788354113
1697.384019208358,3,3,Rural,1970,No,297578.41584543925
1579.5761010898934,2,3,Suburban,1968,No,358005.65353367047
1924.4651888279536,2,3,Rural,1960,No,230788.55569554912
1998.4144168044095,4,3,Rural,1950,Yes,465269.0253624239
1457.5938304965064,5,2,Urban,2011,No,316119.57335682475
1779.447526141771,5,3,Rural,2008,Yes,169723.19223745252
1402.897848423838,1,1,Rural,1970,Yes,216502.26964028587
1450.1805098009684,3,2,Urban,1956,No,112403.15652566234
1371.155406433118,1,2,Suburban,1994,No,163622.3277835873
660.2025043505342,1,1,Rural,1953,Yes,210470.66050400859
1387.7749610015608,2,3,Urban,1975,No,196679.5267125708
1421.8284561948265,5,3,Urban,1996,No,147887.35756498587
1745.5457807830708,5,1,Urban,1970,Yes,156026.69102092058
-349.7865322877558,5,2,Rural,1965,No,129851.45468603322
1625.11623642275,5,1,Urban,1955,Yes,164825.61744881922
1741.0138072498175,3,3,Suburban,1982,No,167291.59191707513
2277.0317796456234,4,2,Rural,1950,No,123231.96138299252
1601.0864764100634,2,2,Suburban,1979,No,154496.15841292415
1701.5923603737378,2,3,Suburban,1980,Yes,207029.56889356987
2283.5111791440263,5,2,Rural,1965,No,300497.67529365985
1667.4699264616536,5,3,Rural,2019,Yes,191698.39117780954
1642.7370973683203,3,1,Urban,1956,Yes,288126.12072772405
1420.4267398886914,4,1,Urban,1970,No,99097.10241832549
1152.3075933409714,4,2,Urban,1955,Yes,96208.69022117651
1494.9148181389396,3,2,Rural,1973,Yes,219398.54449360186
1715.6685217422178,2,3,Rural,2014,No,196220.77341878065
1311.7395480693772,2,1,Urban,1995,No,289061.63415998145
1032.4019424889343,5,2,Rural,2004,Yes,177767.77048749878
1555.103221902262,3,3,Rural,1996,Yes,183114.06051690702
1734.837781849375,3,2,Suburban,1959,No,194608.48139228596
1605.5464135996729,3,2,Urban,2023,Yes,167966.80014119402
1668.3033047123954,4,1,Urban,1984,No,316290.77756115503
838.7544417400892,3,3,Suburban,2006,Yes,163660.19490318157
1446.5130841018329,2,3,Suburban,1966,No,241101.00464603247
1473.8858881262,5,2,Rural,1955,Yes,163854.378469856
1238.136397294647,1,2,Suburban,1982,Yes,164423.65670459426
2288.9053538909366,3,1,Rural,2005,No,197545.51443684674
1738.7893974056706,1,2,Urban,1959,No,220107.67191350763
1747.9847914756563,2,2,Urban,1954,No,291073.6371105629
927.174393401502,4,1,Rural,2020,Yes,144397.37784958194
1179.7322922910278,3,2,Urban,1991,Yes,154552.25599214225
1309.3166573185536,5,1,Rural,1995,No,271662.082158759
1275.387614466514,3,3,Suburban,1966,Yes,240657.67785312457
552.1774825012834,3,2,Rural,2023,No,172637.28403158946
1909.0357119845085,1,2,Rural,1976,No,157950.48995305898
1143.6841034594274,5,1,Suburban,2020,Yes,157688.97505205093
2606.523608698863,3,1,Suburban,1960,Yes,246818.12219178595
1814.6172972734248,4,2,Urban,2007,Yes,71013.11449076017
704.8208373120704,2,2,Suburban,1993,No,305457.01245149155
1470.693015007252,1,2,Suburban,1954,No,61820.99967067593
1315.1246909060528,5,2,Rural,1962,No,187367.8302044925
1412.5458945163311,5,1,Urban,1951,No,190334.11219347263
1654.4827296191452,2,2,Suburban,1957,No,310361.5645478131
1849.2534905779323,3,3,Rural,1950,No,280836.9575597109
1520.368037488611,1,3,Rural,2003,Yes,161251.70586704017
634.8683975101015,1,2,Rural,1950,No,290403.47151514265
1516.8390621449134,4,2,Urban,1970,Yes,217026.02097441128
1168.5734799541028,3,2,Rural,1960,No,176839.1471993467
1288.7351934023632,3,1,Rural,2010,Yes,186061.4088533604
1438.6494242772023,1,2,Suburban,1989,No,107480.95135846426
1031.4704448566156,2,1,Rural,1950,Yes,322125.2902462083
1469.8599185029013,4,2,Rural,1954,Yes,152454.40304884757
1372.7832709795,1,2,Suburban,1981,No,230440.25571970223
933.0316207878604,3,1,Rural,1977,Yes,242441.29370097243
1815.9565446348058,5,2,Rural,2012,Yes,154751.38890592847
1388.4744844312952,3,2,Rural,1969,Yes,204840.80150996154
2024.733930322706,3,2,Urban,1957,Yes,133513.27586203004
998.6340793588861,4,2,Suburban,2011,No,130691.3519536381
1302.6428263509656,2,2,Rural,1989,No,283300.669352264
538.7277498545373,1,2,Suburban,2020,No,142053.91603071275
1150.36566819624,4,1,Urban,1987,No,214453.2225071804
954.3481027503448,3,3,Urban,1983,Yes,88434.35933238607
1561.8099651719024,1,1,Urban,1986,Yes,144381.3984063496
1312.9376215306868,5,1,Suburban,1959,No,196209.71376214264
889.4921100160741,5,3,Urban,1978,Yes,186021.80398846394
2273.3313398823193,5,1,Rural,2008,No,198167.45883124135
1346.3400819746141,2,1,Urban,1978,Yes,254322.11413877958
1304.7718418328157,3,2,Urban,1976,Yes,284732.2063313639
1805.5940753897678,4,1,Suburban,2016,Yes,228679.53282390482
1672.6557334414329,1,1,Suburban,1993,No,289289.48450825247
1783.5494537102165,4,2,Rural,1977,No,161208.67435993647
1769.2928739120969,3,2,Rural,1985,Yes,318426.4249740901
987.6977070585702,3,2,Rural,1959,Yes,260978.3321694654
1467.2057251942852,3,3,Suburban,2021,Yes,213555.8616248633
944.0176586692452,2,3,Rural,1986,No,174073.98386771054
2097.040025508916,3,2,Rural,1997,Yes,214928.88807330988
1499.641198497588,1,3,Rural,1957,No,259611.41721752513
1563.592890033243,1,3,Suburban,1970,No,192823.50347336617
2485.818153107664,2,3,Urban,2012,No,207203.79452782925
1208.2355104964172,1,2,Rural,1983,No,76029.72137953389
1472.4479608896838,2,3,Urban,2001,No,214566.19743196282
1543.9015683459097,3,2,Rural,1982,No,231012.85836625178
961.4893339068648,1,3,Urban,1964,Yes,47939.36184559099
1141.0857732090126,3,1,Suburban,2009,Yes,192607.65066555858
2578.0457106982844,5,2,Rural,2002,Yes,89557.24369637147
1456.1105399184473,3,1,Rural,1995,Yes,308556.0710761928
1887.8547967302031,2,1,Suburban,1950,Yes,72835.55944818453
1603.9900976225679,2,1,Urban,1980,Yes,187032.3968753954
1803.1701311838206,1,1,Rural,1975,No,306262.14220325963
1400.0417495801612,5,1,Rural,1993,Yes,80186.28312696677
2127.1736959796917,5,1,Urban,2021,No,258643.54329226192
1840.1133144392682,4,1,Rural,1952,Yes,97219.34447473839
175.04882079913136,2,2,Rural,2021,No,354248.49171213695
2308.295478607309,3,2,Urban,1992,No,210654.21078790352
1820.7821459222914,1,2,Rural,1979,Yes,323064.34256642236
1723.7751159537004,1,3,Rural,1981,No,317852.52516225324
1310.1085615404854,3,3,Suburban,2014,Yes,184709.4898401961
692.9639616003697,4,1,Suburban,1979,Yes,114246.99405290476
1649.9365760870878,1,3,Suburban,2015,Yes,-13590.277815583715
1880.3222707546406,4,2,Urban,1955,No,142625.91785285168
1352.3034069874348,5,2,Urban,2005,No,190044.25274171814
873.0767199072649,5,3,Rural,1991,No,246641.66198170302
1711.9312225123053,3,3,Suburban,1974,Yes,247090.3062386148
950.8042968242947,3,2,Urban,2003,Yes,273495.0695426447
1308.3782645909596,3,1,Urban,1983,Yes,323741.7827799709
1696.5096360133052,5,2,Suburban,1977,Yes,171946.36019617214
1931.0699440467558,4,3,Rural,1965,Yes,284573.1530253006
2050.842473677603,1,1,Rural,1990,Yes,160413.70298069686
1104.534225944824,2,3,Urban,2001,No,139439.22536140165
1707.4855655837196,1,2,Rural,1953,Yes,200387.17676688626
1806.8598570759088,5,1,Urban,2003,Yes,154081.24322713102
1455.8709899792764,1,2,Suburban,1997,Yes,51572.30560601101
1477.9925216740403,3,3,Suburban,1959,No,291386.3351938913
1296.8160351424635,2,1,Rural,1997,Yes,215978.69585488323
1637.9249925544354,2,3,Urban,2021,No,194331.65318699568
2427.8068107952504,4,2,Urban,2023,No,166911.83175079286
689.9314611808439,3,2,Suburban,2003,Yes,316178.5369228857
1263.037694809076,4,1,Urban,2002,Yes,74721.33994783107
1321.0287923730953,2,1,Rural,2014,Yes,138254.52653576853
1851.2043309211415,3,2,Suburban,2012,Yes,213526.1843637569
976.1525855427037,3,1,Suburban,2015,No,175447.5854276783
1147.020222270346,3,1,Urban,1979,Yes,234898.82460833495
1246.1983137095472,5,1,Suburban,1973,Yes,89693.6511871713
1381.8673596562537,2,1,Urban,1998,No,86997.05238986091
838.0759535211207,2,1,Urban,1960,No,221491.57118426688
2650.514295462992,3,3,Urban,1989,Yes,200594.91115808365
934.950086866941,3,2,Urban,1983,Yes,342962.5941221269
210.70858242662575,1,2,Suburban,2013,Yes,327480.27394685487
1030.8489017016163,1,1,Rural,1988,Yes,205724.01987596927
1066.7955534455346,2,2,Rural,1954,Yes,318777.86112115066
1469.5772674456184,3,2,Urban,2002,Yes,139772.01546991014
1408.270709515763,1,2,Rural,2019,Yes,288360.2117086657
1393.9726175097398,1,2,Suburban,2006,No,365593.38066150516
838.4871508639014,5,1,Suburban,1954,No,324224.48093072587
1113.2205043281317,3,1,Rural,1988,No,130700.75438521102
2390.67308725187,3,2,Rural,1969,No,305794.3567113213
1661.8085594230367,5,1,Rural,2018,Yes,177784.2667667086
1274.3774892313882,3,2,Urban,1981,No,136689.07401702856
1770.9563326223852,5,1,Rural,2021,Yes,128206.54066606065
589.1396598565494,3,1,Suburban,1982,No,134333.14665226167
659.9776022118459,4,2,Rural,1963,No,148301.4811758354
1812.9466492328766,2,3,Rural,1953,Yes,220509.56234480263
2025.6434381147174,5,3,Rural,1953,Yes,208651.71376875724
1561.1158794570078,1,2,Rural,1950,Yes,137281.51233051642
1344.6623918099226,5,3,Suburban,1961,Yes,195794.00446356277
867.3913265272613,2,1,Rural,1950,Yes,224449.12982440757
1246.3379690957215,3,1,Rural,1985,No,328564.564708923
1315.890535533526,3,3,Urban,1959,No,233270.28099932888
2315.128018293476,3,1,Rural,1999,No,236022.96154153722
2392.24194006682,1,1,Urban,1986,Yes,348498.7211294273
2090.9196665107247,5,2,Rural,1982,No,176608.68589625746
1056.0872201620705,3,2,Suburban,2006,Yes,282704.2345176193
268.5896870537588,5,2,Suburban,1955,No,172910.73396026812
679.5720435041495,3,2,Suburban,1954,Yes,143945.14042908314
40.02692972485397,2,2,Suburban,1963,Yes,154637.13634260034
2380.5135014224566,5,1,Suburban,1951,Yes,264952.9925730502
1080.6978646588066,2,3,Urban,1954,No,41808.74119405198
2365.6212855457125,5,2,Suburban,1986,Yes,328526.41137314367
1133.3563553193744,1,3,Rural,1972,No,244692.59217039376
1657.305949880113,1,1,Suburban,1965,Yes,140779.18342353558
1623.8935074594249,1,1,Suburban,2005,No,139166.13174851032
1956.5853787451567,4,3,Rural,2017,No,339007.5475815406
2101.262836090009,1,3,Suburban,1972,Yes,167265.19133433764
795.0400006882896,1,2,Urban,2021,No,86718.67537143664
1153.7360176080695,4,2,Rural,1959,Yes,233421.80383173857
1917.0409615674134,1,2,Suburban,2012,No,87272.0891259862
1867.6230612663112,3,1,Suburban,1954,Yes,139559.67036812712
1980.5859808989414,1,3,Rural,1978,No,108279.27025537935
1313.0841369032378,5,1,Suburban,1987,No,200084.87462918443
1220.599141170756,1,1,Rural,2016,Yes,245746.01765339402
2015.1465921052027,1,3,Rural,1976,Yes,197262.79321244202
1089.4660185443038,1,3,Urban,1980,No,171732.35410859482
1047.8455400682008,1,2,Urban,1983,No,71849.68636323475
1625.6131195390146,2,1,Suburban,2011,Yes,154590.70452191264
1914.0165782279178,4,1,Rural,1965,Yes,211039.44971238024
1770.8486788816933,4,3,Rural,1961,Yes,175191.45577674723
1466.6087875373803,1,3,Suburban,2010,No,303276.51270823414
1631.870123317871,1,3,Suburban,1984,Yes,190056.4452436305
634.0515443160563,3,1,Suburban,1970,Yes,188385.4579051558
1396.4592873424263,1,2,Rural,1994,Yes,227504.18438278293
1251.7899359730898,3,2,Urban,1990,Yes,258325.25145082665
2177.3343981062117,4,3,Urban,2011,No,209634.87085583198
906.9673835635567,3,1,Suburban,2008,No,77587.91294725805
207.37555360206125,1,3,Urban,1965,Yes,53525.65310207766
1235.1289105006645,1,2,Rural,1980,Yes,102505.12761939396
2385.6905592073517,5,1,Rural,1995,Yes,142973.405241316
1902.1226143981992,5,1,Urban,1952,No,219879.93084043261
1416.532105578179,3,2,Urban,1980,Yes,236971.2820370671
972.5311031716834,4,2,Rural,1979,No,249747.7112495653
1020.8109191669189,4,2,Urban,1982,No,93886.27554070948
693.842398685521,3,3,Rural,1975,Yes,368755.4429479776
1494.059637365362,3,1,Rural,1999,Yes,207671.56887468242
806.7803467457571,1,3,Urban,2005,No,264863.63037377235
9.369052940506435,5,2,Suburban,2004,Yes,232950.3581566206
894.376523687692,2,1,Rural,1968,Yes,138151.0514532469
1397.8205541018724,2,3,Urban,1992,Yes,99924.95917673169
1358.792863446883,5,3,Suburban,1978,Yes,97435.45363602196
1832.0255389810309,1,3,Rural,1961,Yes,230043.58895199903
1640.127816399699,1,1,Rural,1986,Yes,221005.24503814537
1331.8912940659493,5,1,Urban,1963,Yes,139867.94133734074
1765.6839078115001,2,1,Suburban,1994,No,311884.45126333507
1245.3846511783843,5,1,Suburban,1979,No,169989.33469282335
1925.3240653128983,1,3,Suburban,2021,No,242712.72431323104
1902.0283527602433,1,3,Urban,2008,No,264888.033849018
2273.546224555206,2,3,Rural,2003,Yes,120353.49149118837
770.0160771323086,2,3,Rural,1955,Yes,181877.44198562735
2064.9434240594037,3,3,Urban,2006,No,135012.27812112655
1270.3606504582674,2,3,Rural,1964,Yes,207599.38468894456
2142.872624219972,1,2,Urban,1960,No,271331.1632101279
1397.6718067152049,5,1,Suburban,2001,No,239569.5415770227
1737.4833914411847,5,3,Urban,1980,Yes,176519.85997684792
1507.9922472889111,2,1,Urban,1969,Yes,230195.54101658508
1853.3975299742735,3,2,Urban,2009,No,254320.02077287043
842.4277082515993,5,3,Rural,1977,No,115966.95466391763
1342.0707517303233,1,1,Rural,1958,Yes,312159.855022142
1387.9588767336052,4,2,Suburban,1954,Yes,84043.79765459719
911.0115507741879,5,2,Urban,2023,Yes,122312.79854776374
2313.9324564209055,5,3,Rural,2011,Yes,140881.14927499945
1832.742080496095,2,1,Urban,1985,No,231233.19304164185
1894.3614733088716,3,3,Urban,2017,No,182660.1904108439
891.1642286315166,2,1,Suburban,1967,No,50078.397503357526
1852.518676913224,5,3,Urban,2022,No,254515.15045606464
1141.792983209157,2,1,Urban,1972,No,171340.47514841863
1802.5324774269725,5,1,Urban,2016,No,210032.33572815254
1863.7366377718688,3,2,Rural,1955,No,232773.5142921293
1223.395056961475,3,3,Suburban,2021,Yes,134569.7036405543
2596.5193773904966,3,3,Suburban,1966,No,242253.71871896402
1311.3893008031957,1,2,Urban,2012,Yes,272577.1172740068
1465.148967728128,2,3,Suburban,2023,No,167204.99754311296
1519.4322880509592,4,1,Rural,1952,Yes,53561.082731160626
2284.1620703614285,5,1,Suburban,1958,No,10541.237420207239
1545.2554288619408,4,1,Rural,1993,No,75484.70148686311
1782.2500155534265,1,3,Suburban,1991,Yes,102024.03235233318
595.8815151797672,3,3,Rural,1991,No,184903.17721696311
1095.8168583138654,2,2,Urban,1957,Yes,169438.07264927897
1488.468970711189,3,3,Rural,1992,No,236598.99562056613
2650.7091096972995,5,3,Urban,1954,Yes,160902.35977713505
1989.7723171630068,2,1,Urban,1998,No,97820.80513371906
1653.6543331771638,1,3,Urban,1993,Yes,216049.170275737
1992.3987649550504,4,3,Urban,1994,Yes,309950.6647607165
1001.6298398906949,2,3,Urban,2002,No,209392.48426150918
2377.9261342227146,2,3,Rural,1989,No,125800.27703448816
1764.420217818666,2,1,Suburban,1955,No,373427.1708539041
1008.3858465115547,4,1,Rural,1968,No,143807.1274499307
864.1568502304002,2,1,Urban,2000,Yes,158252.44815863992
827.1094501882931,1,3,Rural,1956,No,129743.39283117244
972.4966455803097,4,2,Urban,2001,No,330203.77111879044
2025.909344752132,2,2,Rural,2001,Yes,30009.704861398233
